sample population group sex
NA10846_2 CEU CEU 1
NA10847_1 CEU CEU 1
NA10847_2 CEU CEU 1
NA10851_1 CEU CEU 1
NA10851_2 CEU CEU 1
NA10852_1 CEU CEU 1
NA10852_2 CEU CEU 1
NA10854_1 CEU CEU 1
NA10854_2 CEU CEU 1
NA10855_1 CEU CEU 1
NA10855_2 CEU CEU 1
NA10856_1 CEU CEU 1
NA10856_2 CEU CEU 1
NA10857_1 CEU CEU 1
NA10857_2 CEU CEU 1
NA10859_1 CEU CEU 1
NA10859_2 CEU CEU 1
NA10860_1 CEU CEU 1
NA10860_2 CEU CEU 1
NA10861_1 CEU CEU 1
NA10861_2 CEU CEU 1
NA10863_1 CEU CEU 1
NA10863_2 CEU CEU 1
NA10864_1 CEU CEU 1
NA10864_2 CEU CEU 1
NA10865_1 CEU CEU 1
NA10865_2 CEU CEU 1
NA11829_1 CEU CEU 1
NA11829_2 CEU CEU 1
NA11830_1 CEU CEU 1
NA11830_2 CEU CEU 1
NA11831_1 CEU CEU 1
NA11831_2 CEU CEU 1
NA11832_1 CEU CEU 1
NA11832_2 CEU CEU 1
NA11839_1 CEU CEU 1
NA11839_2 CEU CEU 1
NA11840_1 CEU CEU 1
NA11840_2 CEU CEU 1
NA11843_1 CEU CEU 1
NA11843_2 CEU CEU 1
NA11881_1 CEU CEU 1
NA11881_2 CEU CEU 1
NA11882_1 CEU CEU 1
NA11882_2 CEU CEU 1
NA11891_1 CEU CEU 1
NA11891_2 CEU CEU 1
NA11892_1 CEU CEU 1
NA11892_2 CEU CEU 1
NA11893_1 CEU CEU 1
NA11893_2 CEU CEU 1
NA11894_1 CEU CEU 1
NA11894_2 CEU CEU 1
NA11917_1 CEU CEU 1
NA11917_2 CEU CEU 1
NA11918_1 CEU CEU 1
NA11918_2 CEU CEU 1
NA11919_1 CEU CEU 1
NA11919_2 CEU CEU 1
NA11920_1 CEU CEU 1
NA11920_2 CEU CEU 1
NA11930_1 CEU CEU 1
NA11930_2 CEU CEU 1
NA11931_1 CEU CEU 1
NA11931_2 CEU CEU 1
NA11932_1 CEU CEU 1
NA11932_2 CEU CEU 1
NA11933_1 CEU CEU 1
NA11933_2 CEU CEU 1
NA11992_1 CEU CEU 1
NA11992_2 CEU CEU 1
NA11993_1 CEU CEU 1
NA11993_2 CEU CEU 1
NA11994_1 CEU CEU 1
NA11994_2 CEU CEU 1
NA11995_1 CEU CEU 1
NA11995_2 CEU CEU 1
NA12003_1 CEU CEU 1
NA12003_2 CEU CEU 1
NA12004_1 CEU CEU 1
NA12004_2 CEU CEU 1
NA12005_1 CEU CEU 1
NA12005_2 CEU CEU 1
NA12006_1 CEU CEU 1
NA12006_2 CEU CEU 1
NA12043_1 CEU CEU 1
NA12043_2 CEU CEU 1
NA12044_1 CEU CEU 1
NA12044_2 CEU CEU 1
NA12045_1 CEU CEU 1
NA12045_2 CEU CEU 1
NA12046_1 CEU CEU 1
NA12046_2 CEU CEU 1
NA12056_1 CEU CEU 1
NA12056_2 CEU CEU 1
NA12057_1 CEU CEU 1
NA12057_2 CEU CEU 1
NA12058_1 CEU CEU 1
NA12058_2 CEU CEU 1
NA12144_1 CEU CEU 1
NA12144_2 CEU CEU 1
NA12145_1 CEU CEU 1
NA12145_2 CEU CEU 1
NA12146_1 CEU CEU 1
NA12146_2 CEU CEU 1
NA12154_1 CEU CEU 1
NA12154_2 CEU CEU 1
NA12155_1 CEU CEU 1
NA12155_2 CEU CEU 1
NA12156_1 CEU CEU 1
NA12156_2 CEU CEU 1
NA12234_1 CEU CEU 1
NA12234_2 CEU CEU 1
NA12236_1 CEU CEU 1
NA12236_2 CEU CEU 1
NA12239_1 CEU CEU 1
NA12239_2 CEU CEU 1
NA12248_1 CEU CEU 1
NA12248_2 CEU CEU 1
NA12249_1 CEU CEU 1
NA12249_2 CEU CEU 1
NA12264_1 CEU CEU 1
NA12264_2 CEU CEU 1
NA12272_1 CEU CEU 1
NA12272_2 CEU CEU 1
NA12273_1 CEU CEU 1
NA12273_2 CEU CEU 1
NA12274_1 CEU CEU 1
NA12274_2 CEU CEU 1
NA12275_1 CEU CEU 1
NA12275_2 CEU CEU 1
NA12282_1 CEU CEU 1
NA12282_2 CEU CEU 1
NA12283_1 CEU CEU 1
NA12283_2 CEU CEU 1
NA12286_1 CEU CEU 1
NA12286_2 CEU CEU 1
NA12287_1 CEU CEU 1
NA12287_2 CEU CEU 1
NA12329_1 CEU CEU 1
NA12329_2 CEU CEU 1
NA12335_1 CEU CEU 1
NA12335_2 CEU CEU 1
NA12336_1 CEU CEU 1
NA12336_2 CEU CEU 1
NA12340_1 CEU CEU 1
NA12340_2 CEU CEU 1
NA12341_1 CEU CEU 1
NA12341_2 CEU CEU 1
NA12342_1 CEU CEU 1
NA12342_2 CEU CEU 1
NA12343_1 CEU CEU 1
NA12343_2 CEU CEU 1
NA12344_1 CEU CEU 1
NA12344_2 CEU CEU 1
NA12347_1 CEU CEU 1
NA12347_2 CEU CEU 1
NA12348_1 CEU CEU 1
NA12348_2 CEU CEU 1
NA12376_1 CEU CEU 1
NA12376_2 CEU CEU 1
NA12383_1 CEU CEU 1
NA12383_2 CEU CEU 1
NA12386_1 CEU CEU 1
NA12386_2 CEU CEU 1
NA12399_1 CEU CEU 1
NA12399_2 CEU CEU 1
NA12400_1 CEU CEU 1
NA12400_2 CEU CEU 1
NA12413_1 CEU CEU 1
NA12413_2 CEU CEU 1
NA12414_1 CEU CEU 1
NA12414_2 CEU CEU 1
NA12485_1 CEU CEU 1
NA12485_2 CEU CEU 1
NA12489_1 CEU CEU 1
NA12489_2 CEU CEU 1
NA12546_1 CEU CEU 1
NA12546_2 CEU CEU 1
NA12707_1 CEU CEU 1
NA12707_2 CEU CEU 1
NA12716_1 CEU CEU 1
NA12716_2 CEU CEU 1
NA12717_1 CEU CEU 1
NA12717_2 CEU CEU 1
NA12718_1 CEU CEU 1
NA12718_2 CEU CEU 1
NA12739_1 CEU CEU 1
NA12739_2 CEU CEU 1
NA12740_1 CEU CEU 1
NA12740_2 CEU CEU 1
NA12748_1 CEU CEU 1
NA12748_2 CEU CEU 1
NA12749_1 CEU CEU 1
NA12749_2 CEU CEU 1
NA12750_1 CEU CEU 1
NA12750_2 CEU CEU 1
NA12751_1 CEU CEU 1
NA12751_2 CEU CEU 1
NA12752_1 CEU CEU 1
NA12752_2 CEU CEU 1
NA12753_1 CEU CEU 1
NA12753_2 CEU CEU 1
NA12760_1 CEU CEU 1
NA12760_2 CEU CEU 1
NA12761_1 CEU CEU 1
NA12761_2 CEU CEU 1
NA12762_1 CEU CEU 1
NA12762_2 CEU CEU 1
NA12763_1 CEU CEU 1
NA12763_2 CEU CEU 1
NA12766_1 CEU CEU 1
NA12766_2 CEU CEU 1
NA12767_1 CEU CEU 1
NA12767_2 CEU CEU 1
NA12775_1 CEU CEU 1
NA12775_2 CEU CEU 1
NA12776_1 CEU CEU 1
NA12776_2 CEU CEU 1
NA12777_1 CEU CEU 1
NA12777_2 CEU CEU 1
NA12778_1 CEU CEU 1
NA12778_2 CEU CEU 1
NA12801_1 CEU CEU 1
NA12801_2 CEU CEU 1
NA12802_1 CEU CEU 1
NA12802_2 CEU CEU 1
NA12812_1 CEU CEU 1
NA12812_2 CEU CEU 1
NA12813_1 CEU CEU 1
NA12813_2 CEU CEU 1
NA12814_1 CEU CEU 1
NA12814_2 CEU CEU 1
NA12815_1 CEU CEU 1
NA12815_2 CEU CEU 1
NA12817_1 CEU CEU 1
NA12817_2 CEU CEU 1
NA12818_1 CEU CEU 1
NA12818_2 CEU CEU 1
NA12827_1 CEU CEU 1
NA12827_2 CEU CEU 1
NA12828_1 CEU CEU 1
NA12828_2 CEU CEU 1
NA12829_1 CEU CEU 1
NA12829_2 CEU CEU 1
NA12830_1 CEU CEU 1
NA12830_2 CEU CEU 1
NA12832_1 CEU CEU 1
NA12832_2 CEU CEU 1
NA12842_1 CEU CEU 1
NA12842_2 CEU CEU 1
NA12843_1 CEU CEU 1
NA12843_2 CEU CEU 1
NA12864_1 CEU CEU 1
NA12864_2 CEU CEU 1
NA12865_1 CEU CEU 1
NA12865_2 CEU CEU 1
NA12872_1 CEU CEU 1
NA12872_2 CEU CEU 1
NA12873_1 CEU CEU 1
NA12873_2 CEU CEU 1
NA12874_1 CEU CEU 1
NA12874_2 CEU CEU 1
NA12875_1 CEU CEU 1
NA12875_2 CEU CEU 1
NA12877_1 CEU CEU 1
NA12877_2 CEU CEU 1
NA12878_1 CEU CEU 1
NA12878_2 CEU CEU 1
NA12889_1 CEU CEU 1
NA12889_2 CEU CEU 1
NA12890_1 CEU CEU 1
NA12890_2 CEU CEU 1
NA12891_1 CEU CEU 1
NA12891_2 CEU CEU 1
NA12892_1 CEU CEU 1
NA12892_2 CEU CEU 1
NA18484_1 YRI YRI 1
NA18484_2 YRI YRI 1
NA18485_1 YRI YRI 1
NA18485_2 YRI YRI 1
NA18486_1 YRI YRI 1
NA18486_2 YRI YRI 1
NA18487_1 YRI YRI 1
NA18487_2 YRI YRI 1
NA18488_1 YRI YRI 1
NA18488_2 YRI YRI 1
NA18489_1 YRI YRI 1
NA18489_2 YRI YRI 1
NA18497_1 YRI YRI 1
NA18497_2 YRI YRI 1
NA18498_1 YRI YRI 1
NA18498_2 YRI YRI 1
NA18499_1 YRI YRI 1
NA18499_2 YRI YRI 1
NA18500_1 YRI YRI 1
NA18500_2 YRI YRI 1
NA18501_1 YRI YRI 1
NA18501_2 YRI YRI 1
NA18502_1 YRI YRI 1
NA18502_2 YRI YRI 1
NA18503_1 YRI YRI 1
NA18503_2 YRI YRI 1
NA18504_1 YRI YRI 1
NA18504_2 YRI YRI 1
NA18505_1 YRI YRI 1
NA18505_2 YRI YRI 1
NA18506_1 YRI YRI 1
NA18506_2 YRI YRI 1
NA18507_1 YRI YRI 1
NA18507_2 YRI YRI 1
NA18508_1 YRI YRI 1
NA18508_2 YRI YRI 1
NA18510_1 YRI YRI 1
NA18510_2 YRI YRI 1
NA18511_1 YRI YRI 1
NA18511_2 YRI YRI 1
NA18515_1 YRI YRI 1
NA18515_2 YRI YRI 1
NA18516_1 YRI YRI 1
NA18516_2 YRI YRI 1
NA18517_1 YRI YRI 1
NA18517_2 YRI YRI 1
NA18518_1 YRI YRI 1
NA18518_2 YRI YRI 1
NA18519_1 YRI YRI 1
NA18519_2 YRI YRI 1
NA18520_1 YRI YRI 1
NA18520_2 YRI YRI 1
NA18521_1 YRI YRI 1
NA18521_2 YRI YRI 1
NA18522_1 YRI YRI 1
NA18522_2 YRI YRI 1
NA18523_1 YRI YRI 1
NA18523_2 YRI YRI 1
NA18525_1 CHB CHB 1
NA18525_2 CHB CHB 1
NA18526_1 CHB CHB 1
NA18526_2 CHB CHB 1
NA18528_1 CHB CHB 1
NA18528_2 CHB CHB 1
NA18530_1 CHB CHB 1
NA18530_2 CHB CHB 1
NA18531_1 CHB CHB 1
NA18531_2 CHB CHB 1
NA18532_1 CHB CHB 1
NA18532_2 CHB CHB 1
NA18533_1 CHB CHB 1
NA18533_2 CHB CHB 1
NA18534_1 CHB CHB 1
NA18534_2 CHB CHB 1
NA18535_1 CHB CHB 1
NA18535_2 CHB CHB 1
NA18536_1 CHB CHB 1
NA18536_2 CHB CHB 1
NA18537_1 CHB CHB 1
NA18537_2 CHB CHB 1
NA18538_1 CHB CHB 1
NA18538_2 CHB CHB 1
NA18539_1 CHB CHB 1
NA18539_2 CHB CHB 1
NA18541_1 CHB CHB 1
NA18541_2 CHB CHB 1
NA18542_1 CHB CHB 1
NA18542_2 CHB CHB 1
NA18543_1 CHB CHB 1
NA18543_2 CHB CHB 1
NA18544_1 CHB CHB 1
NA18544_2 CHB CHB 1
NA18545_1 CHB CHB 1
NA18545_2 CHB CHB 1
NA18546_1 CHB CHB 1
NA18546_2 CHB CHB 1
NA18547_1 CHB CHB 1
NA18547_2 CHB CHB 1
NA18548_1 CHB CHB 1
NA18548_2 CHB CHB 1
NA18549_1 CHB CHB 1
NA18549_2 CHB CHB 1
NA18550_1 CHB CHB 1
NA18550_2 CHB CHB 1
NA18552_1 CHB CHB 1
NA18552_2 CHB CHB 1
NA18553_1 CHB CHB 1
NA18553_2 CHB CHB 1
NA18555_1 CHB CHB 1
NA18555_2 CHB CHB 1
NA18557_1 CHB CHB 1
NA18557_2 CHB CHB 1
NA18558_1 CHB CHB 1
NA18558_2 CHB CHB 1
NA18559_1 CHB CHB 1
NA18559_2 CHB CHB 1
NA18560_1 CHB CHB 1
NA18560_2 CHB CHB 1
NA18561_1 CHB CHB 1
NA18561_2 CHB CHB 1
NA18562_1 CHB CHB 1
NA18562_2 CHB CHB 1
NA18563_1 CHB CHB 1
NA18563_2 CHB CHB 1
NA18564_1 CHB CHB 1
NA18564_2 CHB CHB 1
NA18565_1 CHB CHB 1
NA18565_2 CHB CHB 1
NA18566_1 CHB CHB 1
NA18566_2 CHB CHB 1
NA18567_1 CHB CHB 1
NA18567_2 CHB CHB 1
NA18570_1 CHB CHB 1
NA18570_2 CHB CHB 1
NA18571_1 CHB CHB 1
NA18571_2 CHB CHB 1
NA18572_1 CHB CHB 1
NA18572_2 CHB CHB 1
NA18573_1 CHB CHB 1
NA18573_2 CHB CHB 1
NA18574_1 CHB CHB 1
NA18574_2 CHB CHB 1
NA18577_1 CHB CHB 1
NA18577_2 CHB CHB 1
NA18579_1 CHB CHB 1
NA18579_2 CHB CHB 1
NA18582_1 CHB CHB 1
NA18582_2 CHB CHB 1
NA18591_1 CHB CHB 1
NA18591_2 CHB CHB 1
NA18592_1 CHB CHB 1
NA18592_2 CHB CHB 1
NA18593_1 CHB CHB 1
NA18593_2 CHB CHB 1
NA18595_1 CHB CHB 1
NA18595_2 CHB CHB 1
NA18596_1 CHB CHB 1
NA18596_2 CHB CHB 1
NA18597_1 CHB CHB 1
NA18597_2 CHB CHB 1
NA18599_1 CHB CHB 1
NA18599_2 CHB CHB 1
NA18602_1 CHB CHB 1
NA18602_2 CHB CHB 1
NA18603_1 CHB CHB 1
NA18603_2 CHB CHB 1
NA18605_1 CHB CHB 1
NA18605_2 CHB CHB 1
NA18606_1 CHB CHB 1
NA18606_2 CHB CHB 1
NA18608_1 CHB CHB 1
NA18608_2 CHB CHB 1
NA18609_1 CHB CHB 1
NA18609_2 CHB CHB 1
NA18610_1 CHB CHB 1
NA18610_2 CHB CHB 1
NA18611_1 CHB CHB 1
NA18611_2 CHB CHB 1
NA18612_1 CHB CHB 1
NA18612_2 CHB CHB 1
NA18613_1 CHB CHB 1
NA18613_2 CHB CHB 1
NA18614_1 CHB CHB 1
NA18614_2 CHB CHB 1
NA18615_1 CHB CHB 1
NA18615_2 CHB CHB 1
NA18616_1 CHB CHB 1
NA18616_2 CHB CHB 1
NA18617_1 CHB CHB 1
NA18617_2 CHB CHB 1
NA18618_1 CHB CHB 1
NA18618_2 CHB CHB 1
NA18619_1 CHB CHB 1
NA18619_2 CHB CHB 1
NA18620_1 CHB CHB 1
NA18620_2 CHB CHB 1
NA18621_1 CHB CHB 1
NA18621_2 CHB CHB 1
NA18622_1 CHB CHB 1
NA18622_2 CHB CHB 1
NA18623_1 CHB CHB 1
NA18623_2 CHB CHB 1
NA18624_1 CHB CHB 1
NA18624_2 CHB CHB 1
NA18625_1 CHB CHB 1
NA18625_2 CHB CHB 1
NA18626_1 CHB CHB 1
NA18626_2 CHB CHB 1
NA18627_1 CHB CHB 1
NA18627_2 CHB CHB 1
NA18628_1 CHB CHB 1
NA18628_2 CHB CHB 1
NA18629_1 CHB CHB 1
NA18629_2 CHB CHB 1
NA18630_1 CHB CHB 1
NA18630_2 CHB CHB 1
NA18631_1 CHB CHB 1
NA18631_2 CHB CHB 1
NA18632_1 CHB CHB 1
NA18632_2 CHB CHB 1
NA18633_1 CHB CHB 1
NA18633_2 CHB CHB 1
NA18634_1 CHB CHB 1
NA18634_2 CHB CHB 1
NA18635_1 CHB CHB 1
NA18635_2 CHB CHB 1
NA18636_1 CHB CHB 1
NA18636_2 CHB CHB 1
NA18637_1 CHB CHB 1
NA18637_2 CHB CHB 1
NA18638_1 CHB CHB 1
NA18638_2 CHB CHB 1
NA18639_1 CHB CHB 1
NA18639_2 CHB CHB 1
NA18640_1 CHB CHB 1
NA18640_2 CHB CHB 1
NA18641_1 CHB CHB 1
NA18641_2 CHB CHB 1
NA18642_1 CHB CHB 1
NA18642_2 CHB CHB 1
NA18643_1 CHB CHB 1
NA18643_2 CHB CHB 1
NA18644_1 CHB CHB 1
NA18644_2 CHB CHB 1
NA18645_1 CHB CHB 1
NA18645_2 CHB CHB 1
NA18646_1 CHB CHB 1
NA18646_2 CHB CHB 1
NA18647_1 CHB CHB 1
NA18647_2 CHB CHB 1
NA18648_1 CHB CHB 1
NA18648_2 CHB CHB 1
NA18740_1 CHB CHB 1
NA18740_2 CHB CHB 1
NA18745_1 CHB CHB 1
NA18745_2 CHB CHB 1
NA18747_1 CHB CHB 1
NA18747_2 CHB CHB 1
NA18748_1 CHB CHB 1
NA18748_2 CHB CHB 1
NA18749_1 CHB CHB 1
NA18749_2 CHB CHB 1
NA18757_1 CHB CHB 1
NA18757_2 CHB CHB 1
NA18852_1 YRI YRI 1
NA18852_2 YRI YRI 1
NA18853_1 YRI YRI 1
NA18853_2 YRI YRI 1
NA18854_1 YRI YRI 1
NA18854_2 YRI YRI 1
NA18855_1 YRI YRI 1
NA18855_2 YRI YRI 1
NA18856_1 YRI YRI 1
NA18856_2 YRI YRI 1
NA18857_1 YRI YRI 1
NA18857_2 YRI YRI 1
NA18858_1 YRI YRI 1
NA18858_2 YRI YRI 1
NA18859_1 YRI YRI 1
NA18859_2 YRI YRI 1
NA18860_1 YRI YRI 1
NA18860_2 YRI YRI 1
NA18861_1 YRI YRI 1
NA18861_2 YRI YRI 1
NA18862_1 YRI YRI 1
NA18862_2 YRI YRI 1
NA18863_1 YRI YRI 1
NA18863_2 YRI YRI 1
NA18864_1 YRI YRI 1
NA18864_2 YRI YRI 1
NA18865_1 YRI YRI 1
NA18865_2 YRI YRI 1
NA18867_1 YRI YRI 1
NA18867_2 YRI YRI 1
NA18868_1 YRI YRI 1
NA18868_2 YRI YRI 1
NA18869_1 YRI YRI 1
NA18869_2 YRI YRI 1
NA18870_1 YRI YRI 1
NA18870_2 YRI YRI 1
NA18871_1 YRI YRI 1
NA18871_2 YRI YRI 1
NA18872_1 YRI YRI 1
NA18872_2 YRI YRI 1
NA18873_1 YRI YRI 1
NA18873_2 YRI YRI 1
NA18874_1 YRI YRI 1
NA18874_2 YRI YRI 1
NA18875_1 YRI YRI 1
NA18875_2 YRI YRI 1
NA18876_1 YRI YRI 1
NA18876_2 YRI YRI 1
NA18877_1 YRI YRI 1
NA18877_2 YRI YRI 1
NA18878_1 YRI YRI 1
NA18878_2 YRI YRI 1
NA18879_1 YRI YRI 1
NA18879_2 YRI YRI 1
NA18881_1 YRI YRI 1
NA18881_2 YRI YRI 1
NA18906_1 YRI YRI 1
NA18906_2 YRI YRI 1
NA18907_1 YRI YRI 1
NA18907_2 YRI YRI 1
NA18908_1 YRI YRI 1
NA18908_2 YRI YRI 1
NA18909_1 YRI YRI 1
NA18909_2 YRI YRI 1
NA18910_1 YRI YRI 1
NA18910_2 YRI YRI 1
NA18911_1 YRI YRI 1
NA18911_2 YRI YRI 1
NA18912_1 YRI YRI 1
NA18912_2 YRI YRI 1
NA18913_1 YRI YRI 1
NA18913_2 YRI YRI 1
NA18914_1 YRI YRI 1
NA18914_2 YRI YRI 1
NA18915_1 YRI YRI 1
NA18915_2 YRI YRI 1
NA18916_1 YRI YRI 1
NA18916_2 YRI YRI 1
NA18917_1 YRI YRI 1
NA18917_2 YRI YRI 1
NA18923_1 YRI YRI 1
NA18923_2 YRI YRI 1
NA18924_1 YRI YRI 1
NA18924_2 YRI YRI 1
NA18925_1 YRI YRI 1
NA18925_2 YRI YRI 1
NA18930_1 YRI YRI 1
NA18930_2 YRI YRI 1
NA18933_1 YRI YRI 1
NA18933_2 YRI YRI 1
NA18934_1 YRI YRI 1
NA18934_2 YRI YRI 1
NA18935_1 YRI YRI 1
NA18935_2 YRI YRI 1
NA18939_1 JPT JPT 1
NA18939_2 JPT JPT 1
NA18940_1 JPT JPT 1
NA18940_2 JPT JPT 1
NA18941_1 JPT JPT 1
NA18941_2 JPT JPT 1
NA18942_1 JPT JPT 1
NA18942_2 JPT JPT 1
NA18943_1 JPT JPT 1
NA18943_2 JPT JPT 1
NA18944_1 JPT JPT 1
NA18944_2 JPT JPT 1
NA18945_1 JPT JPT 1
NA18945_2 JPT JPT 1
NA18946_1 JPT JPT 1
NA18946_2 JPT JPT 1
NA18947_1 JPT JPT 1
NA18947_2 JPT JPT 1
NA18948_1 JPT JPT 1
NA18948_2 JPT JPT 1
NA18949_1 JPT JPT 1
NA18949_2 JPT JPT 1
NA18950_1 JPT JPT 1
NA18950_2 JPT JPT 1
NA18951_1 JPT JPT 1
NA18951_2 JPT JPT 1
NA18952_1 JPT JPT 1
NA18952_2 JPT JPT 1
NA18953_1 JPT JPT 1
NA18953_2 JPT JPT 1
NA18954_1 JPT JPT 1
NA18954_2 JPT JPT 1
NA18956_1 JPT JPT 1
NA18956_2 JPT JPT 1
NA18957_1 JPT JPT 1
NA18957_2 JPT JPT 1
NA18959_1 JPT JPT 1
NA18959_2 JPT JPT 1
NA18960_1 JPT JPT 1
NA18960_2 JPT JPT 1
NA18961_1 JPT JPT 1
NA18961_2 JPT JPT 1
NA18962_1 JPT JPT 1
NA18962_2 JPT JPT 1
NA18963_1 JPT JPT 1
NA18963_2 JPT JPT 1
NA18964_1 JPT JPT 1
NA18964_2 JPT JPT 1
NA18965_1 JPT JPT 1
NA18965_2 JPT JPT 1
NA18966_1 JPT JPT 1
NA18966_2 JPT JPT 1
NA18967_1 JPT JPT 1
NA18967_2 JPT JPT 1
NA18968_1 JPT JPT 1
NA18968_2 JPT JPT 1
NA18969_1 JPT JPT 1
NA18969_2 JPT JPT 1
NA18970_1 JPT JPT 1
NA18970_2 JPT JPT 1
NA18971_1 JPT JPT 1
NA18971_2 JPT JPT 1
NA18972_1 JPT JPT 1
NA18972_2 JPT JPT 1
NA18973_1 JPT JPT 1
NA18973_2 JPT JPT 1
NA18974_1 JPT JPT 1
NA18974_2 JPT JPT 1
NA18975_1 JPT JPT 1
NA18975_2 JPT JPT 1
NA18976_1 JPT JPT 1
NA18976_2 JPT JPT 1
NA18977_1 JPT JPT 1
NA18977_2 JPT JPT 1
NA18978_1 JPT JPT 1
NA18978_2 JPT JPT 1
NA18979_1 JPT JPT 1
NA18979_2 JPT JPT 1
NA18980_1 JPT JPT 1
NA18980_2 JPT JPT 1
NA18981_1 JPT JPT 1
NA18981_2 JPT JPT 1
NA18982_1 JPT JPT 1
NA18982_2 JPT JPT 1
NA18983_1 JPT JPT 1
NA18983_2 JPT JPT 1
NA18984_1 JPT JPT 1
NA18984_2 JPT JPT 1
NA18985_1 JPT JPT 1
NA18985_2 JPT JPT 1
NA18986_1 JPT JPT 1
NA18986_2 JPT JPT 1
NA18987_1 JPT JPT 1
NA18987_2 JPT JPT 1
NA18988_1 JPT JPT 1
NA18988_2 JPT JPT 1
NA18989_1 JPT JPT 1
NA18989_2 JPT JPT 1
NA18990_1 JPT JPT 1
NA18990_2 JPT JPT 1
NA18991_1 JPT JPT 1
NA18991_2 JPT JPT 1
NA18992_1 JPT JPT 1
NA18992_2 JPT JPT 1
NA18993_1 JPT JPT 1
NA18993_2 JPT JPT 1
NA18994_1 JPT JPT 1
NA18994_2 JPT JPT 1
NA18995_1 JPT JPT 1
NA18995_2 JPT JPT 1
NA18997_1 JPT JPT 1
NA18997_2 JPT JPT 1
NA18998_1 JPT JPT 1
NA18998_2 JPT JPT 1
NA18999_1 JPT JPT 1
NA18999_2 JPT JPT 1
NA19000_1 JPT JPT 1
NA19000_2 JPT JPT 1
NA19001_1 JPT JPT 1
NA19001_2 JPT JPT 1
NA19002_1 JPT JPT 1
NA19002_2 JPT JPT 1
NA19003_1 JPT JPT 1
NA19003_2 JPT JPT 1
NA19004_1 JPT JPT 1
NA19004_2 JPT JPT 1
NA19005_1 JPT JPT 1
NA19005_2 JPT JPT 1
NA19006_1 JPT JPT 1
NA19006_2 JPT JPT 1
NA19007_1 JPT JPT 1
NA19007_2 JPT JPT 1
NA19009_1 JPT JPT 1
NA19009_2 JPT JPT 1
NA19010_1 JPT JPT 1
NA19010_2 JPT JPT 1
NA19011_1 JPT JPT 1
NA19011_2 JPT JPT 1
NA19012_1 JPT JPT 1
NA19012_2 JPT JPT 1
NA19017_1 LWK LWK 1
NA19017_2 LWK LWK 1
NA19019_1 LWK LWK 1
NA19019_2 LWK LWK 1
NA19020_1 LWK LWK 1
NA19020_2 LWK LWK 1
NA19023_1 LWK LWK 1
NA19023_2 LWK LWK 1
NA19024_1 LWK LWK 1
NA19024_2 LWK LWK 1
NA19025_1 LWK LWK 1
NA19025_2 LWK LWK 1
NA19026_1 LWK LWK 1
NA19026_2 LWK LWK 1
NA19027_1 LWK LWK 1
NA19027_2 LWK LWK 1
NA19028_1 LWK LWK 1
NA19028_2 LWK LWK 1
NA19030_1 LWK LWK 1
NA19030_2 LWK LWK 1
NA19031_1 LWK LWK 1
NA19031_2 LWK LWK 1
NA19035_1 LWK LWK 1
NA19035_2 LWK LWK 1
NA19036_1 LWK LWK 1
NA19036_2 LWK LWK 1
NA19037_1 LWK LWK 1
NA19037_2 LWK LWK 1
NA19038_1 LWK LWK 1
NA19038_2 LWK LWK 1
NA19041_1 LWK LWK 1
NA19041_2 LWK LWK 1
NA19042_1 LWK LWK 1
NA19042_2 LWK LWK 1
NA19043_1 LWK LWK 1
NA19043_2 LWK LWK 1
NA19054_1 JPT JPT 1
NA19054_2 JPT JPT 1
NA19055_1 JPT JPT 1
NA19055_2 JPT JPT 1
NA19056_1 JPT JPT 1
NA19056_2 JPT JPT 1
NA19057_1 JPT JPT 1
NA19057_2 JPT JPT 1
NA19058_1 JPT JPT 1
NA19058_2 JPT JPT 1
NA19059_1 JPT JPT 1
NA19059_2 JPT JPT 1
NA19060_1 JPT JPT 1
NA19060_2 JPT JPT 1
NA19062_1 JPT JPT 1
NA19062_2 JPT JPT 1
NA19063_1 JPT JPT 1
NA19063_2 JPT JPT 1
NA19064_1 JPT JPT 1
NA19064_2 JPT JPT 1
NA19065_1 JPT JPT 1
NA19065_2 JPT JPT 1
NA19066_1 JPT JPT 1
NA19066_2 JPT JPT 1
NA19067_1 JPT JPT 1
NA19067_2 JPT JPT 1
NA19068_1 JPT JPT 1
NA19068_2 JPT JPT 1
NA19070_1 JPT JPT 1
NA19070_2 JPT JPT 1
NA19072_1 JPT JPT 1
NA19072_2 JPT JPT 1
NA19074_1 JPT JPT 1
NA19074_2 JPT JPT 1
NA19075_1 JPT JPT 1
NA19075_2 JPT JPT 1
NA19076_1 JPT JPT 1
NA19076_2 JPT JPT 1
NA19077_1 JPT JPT 1
NA19077_2 JPT JPT 1
NA19078_1 JPT JPT 1
NA19078_2 JPT JPT 1
NA19079_1 JPT JPT 1
NA19079_2 JPT JPT 1
NA19080_1 JPT JPT 1
NA19080_2 JPT JPT 1
NA19081_1 JPT JPT 1
NA19081_2 JPT JPT 1
NA19082_1 JPT JPT 1
NA19082_2 JPT JPT 1
NA19083_1 JPT JPT 1
NA19083_2 JPT JPT 1
NA19084_1 JPT JPT 1
NA19084_2 JPT JPT 1
NA19085_1 JPT JPT 1
NA19085_2 JPT JPT 1
NA19086_1 JPT JPT 1
NA19086_2 JPT JPT 1
NA19087_1 JPT JPT 1
NA19087_2 JPT JPT 1
NA19088_1 JPT JPT 1
NA19088_2 JPT JPT 1
NA19089_1 JPT JPT 1
